mode,game,total_BB,total_RB,total_grape,total_samai,max_samai,max_game,min_samai,min_game
5,2000,8,5,317,153,677,1639,-454,615
5,2000,6,12,332,385,1042,685,-9,4
5,2000,3,9,339,-807,337,366,-807,2014
5,2000,4,6,358,-612,50,471,-792,1920
5,2000,9,9,343,1120,1811,524,-43,25
5,2000,7,10,337,573,613,2005,-260,616
5,2000,5,5,328,-749,682,243,-775,1956
5,2000,11,8,341,1600,1623,2008,-29,17
5,2000,8,9,277,330,989,1562,-60,61
5,2000,7,6,332,89,697,1375,-387,235
5,2000,5,8,300,-565,492,397,-565,2012
5,2000,8,3,311,-57,449,1433,-823,836
5,2000,13,4,328,1744,1929,1906,-126,103
5,2000,10,2,325,608,706,1882,-537,676
5,2000,5,8,323,-369,721,576,-674,2012
5,2000,4,6,333,-850,93,989,-850,2011
5,2000,6,8,348,3,802,915,-249,471
5,2000,12,7,320,1606,1843,1748,-373,752
5,2000,4,4,329,-1096,0,0,-1096,2010
5,2000,6,6,333,-200,176,1732,-824,816
5,2000,7,5,342,20,65,1987,-894,1108
5,2000,9,6,338,825,879,1973,-247,1464
5,2000,9,5,321,522,644,1943,-366,717
5,2000,6,3,303,-782,483,652,-870,2003
5,2000,9,4,343,552,1219,1525,-585,941
5,2000,12,6,306,1449,1542,1965,-73,1574
5,2000,11,10,331,1736,1814,1981,-94,139
5,2000,12,4,324,1390,1520,1931,-48,31
5,2000,3,2,300,-1749,0,0,-1749,2005
5,2000,13,8,330,2208,2284,1965,-127,63
5,2000,11,11,356,1968,2051,1511,-208,274
5,2000,6,9,309,-53,373,228,-651,1067
5,2000,11,7,342,1455,1610,1852,-155,90
5,2000,5,14,298,97,903,970,-315,163
5,2000,7,5,334,-25,293,1598,-901,928
5,2000,5,9,319,-337,1,1734,-911,827
5,2000,9,7,336,829,839,2007,-478,440
5,2000,3,5,330,-1321,5,4,-1488,1559
5,2000,9,6,323,660,786,1863,-270,215
5,2000,3,7,320,-1059,166,574,-1059,2012
5,2000,6,10,309,28,377,1812,-456,1294
5,2000,8,7,331,453,734,1826,-577,1302
5,2000,5,11,319,-194,158,446,-764,1167
5,2000,9,5,327,582,1083,1714,-162,637
5,2000,12,9,347,2036,2039,2020,-110,60
5,2000,9,8,344,990,1576,1337,-79,44
5,2000,4,4,344,-1022,236,67,-1104,1844
5,2000,8,9,303,507,720,1783,-208,1443
5,2000,4,1,312,-1520,4,1,-1524,2005
5,2000,6,5,303,-493,300,272,-1130,1365
5,2000,9,10,319,944,1354,1335,-77,244
5,2000,12,5,331,1476,1852,1646,-86,62
5,2000,10,4,310,648,872,1858,-627,1416
5,2000,6,5,329,-359,359,645,-367,2009
5,2000,7,10,346,585,886,475,-13,5
5,2000,7,11,319,509,702,1815,-592,811
5,2000,8,4,334,148,834,300,-150,1985
5,2000,10,5,318,781,859,1922,-808,742
5,2000,13,9,339,2304,2390,1798,-3,1
5,2000,8,5,325,164,853,303,-196,1120
5,2000,9,10,336,1067,1274,1902,-410,1280
5,2000,5,7,312,-548,145,595,-853,2012
5,2000,7,8,343,370,868,1486,-39,24
5,2000,9,8,339,888,1027,1301,-386,475
5,2000,4,11,304,-546,204,352,-873,1751
5,2000,5,5,315,-698,0,0,-945,1502
5,2000,4,1,309,-1584,0,0,-1584,2007
5,2000,7,5,310,-90,466,946,-669,1981
5,2000,8,8,338,649,819,1900,-76,71
5,2000,6,4,298,-660,205,570,-921,1412
5,2000,7,4,327,-210,410,807,-534,595
5,2000,5,5,335,-703,479,336,-703,2009
5,2000,6,4,307,-595,277,31,-823,855
5,2000,9,3,322,366,1207,874,-161,108
5,2000,10,8,368,1453,1654,1262,-500,593
5,2000,6,6,294,-500,175,70,-583,775
5,2000,5,11,337,43,540,739,-324,1569
5,2000,7,8,323,188,657,44,-31,17
5,2000,11,4,349,1243,1439,1594,-314,275
5,2000,7,8,335,222,329,62,-459,858
5,2000,9,7,333,924,1320,1710,-265,227
5,2000,3,9,308,-1008,183,19,-1252,1887
5,2000,5,5,295,-865,317,504,-865,2012
5,2000,7,11,349,678,713,1780,-506,1157
5,2000,4,5,334,-872,69,334,-1033,1617
5,2000,7,6,330,93,179,756,-603,1410
5,2000,8,7,344,611,746,1249,-221,380
5,2000,2,6,342,-1439,5,8,-1439,2007
5,2000,5,7,303,-673,347,205,-673,2016
5,2000,6,6,307,-427,401,1048,-427,2013
5,2000,7,9,331,383,501,1817,-493,980
5,2000,12,10,352,2179,2213,1909,-16,17
5,2000,9,7,316,681,1202,1540,-40,53
5,2000,6,10,290,22,844,552,-207,1599
5,2000,10,5,319,807,1169,1745,-105,65
5,2000,5,10,326,-244,85,170,-903,1207
5,2000,4,16,308,26,637,1479,-133,185
5,2000,5,9,335,-157,531,601,-288,1584
5,2000,10,11,317,1470,1572,1504,-167,110
5,2000,1,7,351,-1554,0,0,-1555,2006
5,2000,8,10,323,746,1211,1642,-226,218
5,2000,8,5,294,4,210,1895,-1299,1166
5,2000,3,4,334,-1403,1,2,-1403,2009
5,2000,9,11,320,1066,1553,1650,-456,351
5,2000,8,5,333,314,557,1703,-259,1532
5,2000,6,11,331,247,452,1791,-431,1577
5,2000,15,5,333,2428,2452,2011,-109,51
5,2000,7,5,301,-290,807,371,-628,1791
5,2000,6,9,319,-43,776,244,-139,2000
5,2000,10,9,324,1234,1801,1607,-443,436
5,2000,7,9,299,186,420,1528,-293,784
5,2000,10,9,322,1263,1382,1961,-376,342
5,2000,9,11,320,1172,1585,1412,-43,24
5,2000,3,12,332,-581,56,100,-990,1929
5,2000,7,9,296,179,355,1925,-715,551
5,2000,8,6,306,127,586,1640,-679,1107
5,2000,6,8,315,-98,592,361,-102,2015
5,2000,9,8,346,944,1131,1897,-176,427
5,2000,9,11,327,1138,1332,1456,-169,403
5,2000,4,9,317,-540,386,425,-820,1492
5,2000,9,10,328,1064,1169,1931,-491,1400
5,2000,10,4,367,984,1132,1894,-203,1013
5,2000,14,8,324,2380,3058,1047,-138,96
5,2000,5,6,311,-661,246,476,-666,2010
5,2000,14,10,338,2668,2759,1803,-332,742
5,2000,7,8,295,77,360,1769,-475,563
5,2000,8,7,335,482,716,1177,-402,961
5,2000,5,9,340,-210,438,881,-374,1969
5,2000,8,8,326,545,936,635,-174,397
5,2000,6,8,307,-327,492,1202,-327,2019
5,2000,3,14,355,-179,24,1872,-750,648
5,2000,6,9,322,6,388,1637,-722,656
5,2000,5,10,353,37,627,1203,-276,1946
5,2000,7,5,301,-197,446,1109,-447,701
5,2000,6,9,351,266,405,1779,-493,487
5,2000,4,6,332,-854,90,47,-1731,1564
5,2000,4,11,315,-412,387,992,-433,1683
5,2000,7,7,306,5,354,1784,-743,578
5,2000,18,6,310,3383,3403,1889,-35,14
5,2000,8,7,337,534,623,1942,-708,748
5,2000,9,5,359,786,1179,1531,-84,51
5,2000,13,8,324,2015,2282,1774,-238,177
5,2000,9,6,320,707,820,1933,-437,540
5,2000,4,6,321,-947,258,331,-1299,1741
5,2000,5,7,350,-302,386,653,-520,1933
5,2000,9,6,286,424,432,2008,-347,1618
5,2000,10,8,352,1316,1443,1925,-192,125
5,2000,10,8,300,1034,1236,1397,-184,325
5,2000,8,10,322,708,1553,1133,-10,5
5,2000,11,7,340,1560,2226,1024,-110,323
5,2000,4,5,350,-838,93,612,-839,2010
5,2000,4,9,314,-744,27,1058,-851,2010
5,2000,12,5,349,1629,1645,2010,-44,29
5,2000,9,14,298,1271,1441,1949,-470,1023
5,2000,7,3,338,-140,321,1300,-455,1907
5,2000,4,11,313,-500,0,0,-1012,1197
5,2000,6,7,310,-290,766,872,-530,623
5,2000,7,8,331,296,1111,1447,-503,432
5,2000,4,9,326,-545,166,60,-979,1405
5,2000,7,7,312,93,887,1297,-131,108
5,2100,8,14,346,1083,1107,2114,-665,1266
5,2100,9,10,315,733,1124,1756,-535,529
5,2100,11,9,328,1357,1366,2109,-543,793
5,2100,6,7,358,-201,48,179,-712,1474
5,2100,5,11,346,-191,662,229,-493,1644
5,2100,2,6,331,-1777,8,55,-1777,2112
5,2100,9,11,349,1114,1330,1968,-49,30
5,2100,7,15,326,701,867,1955,-240,850
5,2100,6,7,315,-445,66,1076,-648,556
5,2100,10,8,335,998,1251,1767,-387,582
5,2100,12,10,333,1805,1869,2072,-104,163
5,2100,5,2,328,-1244,8,197,-1357,1905
5,2100,2,4,350,-1903,4,1,-2002,1752
5,2100,4,13,383,-110,30,137,-570,1850
5,2100,4,8,360,-735,332,849,-735,2114
5,2100,7,9,346,148,248,1321,-748,990
5,2100,2,4,327,-1949,7,153,-2059,1971
5,2100,9,10,310,760,844,2065,-824,920
5,2100,6,8,361,-62,555,1262,-484,369
5,2100,9,8,385,952,1520,1702,-456,352
5,2100,4,8,349,-755,18,367,-1801,1847
5,2100,6,5,347,-499,71,406,-853,1212
5,2100,8,4,353,35,630,468,-3,1
5,2100,11,7,343,1165,1199,1493,-145,92
5,2100,6,10,332,-96,328,863,-536,1648
5,2100,10,7,335,922,1195,1294,-509,383
5,2100,8,5,343,118,668,483,-207,1297
5,2100,6,7,354,-227,457,1216,-705,983
5,2100,14,3,353,1780,1927,1963,-365,314
5,2100,8,9,352,641,1070,1044,-153,371
5,2100,7,3,346,-435,139,1746,-724,1329
5,2100,8,8,347,523,985,993,-110,60
5,2100,10,9,354,1214,1444,1777,-344,227
5,2100,7,6,339,-94,352,870,-607,2012
5,2100,8,3,328,-156,3,1262,-713,627
5,2100,6,2,330,-941,4,1,-1590,1847
5,2100,5,8,364,-467,345,1252,-471,2115
5,2100,7,9,346,341,1390,768,-46,111
5,2100,4,7,330,-998,34,73,-1007,2051
5,2100,9,7,324,345,682,1923,-528,670
5,2100,10,9,336,1001,1392,1037,-456,341
5,2100,5,11,323,-347,604,616,-445,2106
5,2100,9,10,323,860,1136,447,-13,14
5,2100,7,4,335,-327,169,1683,-892,1150
5,2100,5,9,354,-389,786,195,-389,2115
5,2100,10,11,317,1284,1479,1551,-310,990
5,2100,5,8,337,-507,13,844,-961,1724
5,2100,6,10,340,19,639,139,-272,1471
5,2100,10,7,344,1008,1008,2122,-837,1072
5,2100,11,5,337,1028,1034,2118,-338,1231
5,2100,9,7,327,546,770,1851,-903,745
5,2100,10,4,342,614,1034,1777,-1258,991
5,2100,8,7,339,262,610,1837,-376,848
5,2100,8,9,351,675,1306,980,-88,675
5,2100,3,13,324,-729,371,33,-734,2113
5,2100,8,9,335,533,923,1686,-114,51
5,2100,13,4,355,1635,2157,1696,-118,69
5,2100,6,8,323,-304,889,917,-460,605
5,2100,3,9,350,-1055,0,0,-1385,1355
5,2100,8,6,366,393,507,2040,-1051,1080
5,2100,6,6,315,-625,4,1,-1079,1363
5,2100,6,2,327,-981,40,1101,-1061,1934
5,2100,5,9,331,-495,405,247,-495,2115
5,2100,8,8,372,529,701,656,-29,12
5,2100,9,8,352,775,1060,1599,-165,134
5,2100,15,9,361,2730,2892,2050,-121,79
5,2100,9,9,347,871,1304,1093,-48,34
5,2100,7,4,356,-283,280,1452,-560,448
5,2100,10,11,320,1222,1274,2094,-300,275
5,2100,9,9,342,831,893,2051,-365,407
5,2100,10,12,344,1485,1526,2098,-211,581
5,2100,10,9,331,1076,1358,1040,-6,3
5,2100,7,8,324,-49,502,276,-813,1826
5,2100,10,8,361,1229,1313,1699,-38,264
5,2100,11,8,310,1182,1389,1973,-274,160
5,2100,9,10,326,837,940,2043,-267,658
5,2100,12,9,333,1786,2280,1313,-15,13
5,2100,8,6,323,-22,188,1324,-646,709
5,2100,5,9,332,-471,434,543,-472,2115
5,2100,4,10,335,-648,0,0,-949,1297
5,2100,10,8,388,1427,1929,1244,-90,81
5,2100,10,10,339,1245,1313,2041,-11,6
5,2100,9,10,358,1004,1336,1851,-432,349
5,2100,7,8,327,40,545,1783,-321,1657
5,2100,7,7,355,123,386,1225,-359,2008
5,2100,6,3,328,-728,0,0,-1205,1728
5,2100,8,5,341,55,674,1674,-288,834
5,2100,5,3,316,-1211,121,139,-1269,1510
5,2100,10,4,347,597,1082,1266,-45,36
5,2100,8,6,320,177,266,1810,-664,1642
5,2100,8,8,348,419,1432,640,-208,229
5,2100,8,7,367,441,965,1630,-530,351
5,2100,5,6,328,-749,252,374,-749,2114
5,2100,10,10,352,1299,1779,1725,-27,13
5,2100,6,11,364,286,428,1817,-265,589
5,2100,10,5,314,439,876,854,-471,368
5,2100,9,7,345,664,709,2082,-381,975
5,2100,10,8,344,1062,1541,1804,-608,665
5,2100,11,4,351,1069,2088,1341,-19,9
5,2100,12,5,325,1193,1683,1790,-216,955
5,2100,6,3,345,-711,9,4,-1168,930
5,2100,9,8,299,521,1324,1089,-623,398
5,2100,8,6,355,260,489,1968,-359,1590
5,2100,10,5,344,773,1294,1728,-666,1264
5,2100,7,10,322,123,205,2057,-1028,1483
5,2100,9,5,351,456,1291,883,-418,393
5,2100,10,7,345,1044,1101,2087,-289,196
5,2100,7,5,326,-280,273,990,-802,771
5,2100,13,4,338,1542,1697,1507,-136,97
5,2100,5,6,325,-881,204,1111,-881,2115
5,2100,8,4,346,25,437,544,-364,1311
5,2100,17,7,362,3203,3215,2120,-453,272
5,2100,11,8,366,1575,1891,1598,-149,315
5,2100,6,6,352,-336,0,0,-1015,1221
5,2100,3,8,344,-1153,0,0,-1648,1592
5,2100,8,10,341,558,1104,1527,-103,1054
5,2100,7,5,355,-127,245,1147,-634,974
5,2100,6,8,340,-144,535,149,-465,1693
5,2100,4,4,342,-1240,80,634,-1241,2105
5,2100,3,4,338,-1509,0,0,-1612,1463
5,2100,10,5,341,715,768,1747,-507,958
5,2100,13,6,326,1741,1862,2035,-169,117
5,2100,11,4,333,910,1503,1504,-31,17
5,2100,8,8,324,248,631,1845,-226,1778
5,2100,4,11,360,-492,654,595,-497,2114
5,2100,10,7,341,971,1000,2039,-260,227
5,2100,12,9,305,1519,1894,1648,-129,591
5,2100,4,5,344,-1145,0,0,-1325,1419
5,2100,11,7,340,1263,1604,1901,-161,106
5,2100,5,8,347,-479,238,149,-763,1900
5,2100,10,10,342,1312,1556,1462,-280,475
5,2100,8,3,346,-44,527,1694,-361,1313
5,2100,17,9,338,3263,3275,2129,-40,25
5,2100,9,7,361,725,904,2002,-138,944
5,2100,5,5,340,-828,1,3,-930,1971
5,2100,5,5,337,-843,501,89,-1045,1767
5,2100,9,11,317,913,1000,2053,-309,1864
5,2100,7,5,317,-463,502,263,-1027,1831
5,2100,8,11,322,498,805,481,-101,68
5,2100,6,9,312,-267,552,643,-562,1833
5,2100,9,9,332,716,1046,1929,-40,108
5,2100,17,5,352,2909,3122,1871,-3,1
5,2100,5,5,346,-815,251,582,-1058,1957
5,2100,7,3,307,-656,698,1175,-656,2114
5,2100,4,9,331,-789,4,1,-1158,1411
5,2100,8,8,327,337,663,929,-60,187
5,2100,7,4,343,-321,657,385,-321,2114
5,2100,9,6,334,427,860,869,-133,73
5,2100,9,9,311,483,679,1765,-382,1367
5,2100,4,8,362,-647,199,101,-933,1816
5,2100,4,11,351,-499,8,2,-1063,887
5,2100,11,8,309,1238,1277,2102,-170,103
5,2100,12,6,346,1566,2111,1288,-233,159
5,2100,10,13,346,1564,1602,2108,-61,62
5,2100,10,7,356,974,1146,1482,-1,1
5,2100,6,5,321,-664,435,1027,-664,2111
5,2100,11,15,327,1949,2009,2087,-75,48
5,2100,9,4,351,286,607,1850,-505,278
5,2100,7,11,335,369,513,270,-274,1292
5,2100,5,8,348,-498,2,5,-811,1408
5,2100,11,8,364,1412,1450,2101,-82,59
5,2100,4,5,317,-1307,0,0,-1905,1818
5,2100,9,11,341,957,1346,1886,-316,236
5,2100,8,7,354,412,705,1926,-141,1759
5,2100,12,10,338,1849,2115,1667,-95,83
5,2100,7,8,377,252,252,2118,-579,1550
5,2100,8,8,364,587,853,1956,-263,785
5,2100,5,10,332,-474,0,0,-868,1817
5,2100,6,10,347,29,749,1466,-274,620
5,2100,8,6,345,201,333,2018,-644,1175
5,2100,8,9,338,530,765,1919,-496,418
5,2100,6,10,355,118,851,1244,-51,64
5,2100,6,10,334,23,441,327,-517,1968
5,2100,14,8,302,1974,2351,1368,-17,11
5,2100,6,7,346,-244,329,707,-906,1877
5,2100,11,9,348,1472,1671,1985,-76,49
5,2100,8,13,330,887,890,2121,-552,1105
5,2100,10,7,344,1019,1379,1873,-247,1131
5,2100,15,12,349,3086,3106,2121,-11,17
5,2100,10,7,328,854,903,2093,-621,1031
5,2100,11,7,328,1221,1918,1481,-3,1
5,2100,8,6,340,246,559,726,-373,1575
5,2100,8,10,344,672,734,2071,-607,487
5,2100,8,6,337,145,392,636,-495,1850
5,2100,8,5,347,152,468,1802,-971,690
5,2100,5,8,322,-719,217,476,-719,2113
5,2100,7,7,346,-27,1056,439,-258,1613
5,2100,6,5,337,-585,769,763,-585,2113
5,2100,5,6,339,-754,184,73,-934,2010
5,2100,7,3,321,-603,4,1,-1173,1540
5,2100,9,6,329,452,1208,1205,-425,264
5,2100,6,9,322,-249,95,1801,-1005,1235
5,2100,13,9,317,1919,1945,2033,-71,35
5,2100,7,7,347,107,144,2096,-1089,1273
5,2100,5,10,346,-399,109,413,-917,1631
5,2100,6,4,359,-550,0,0,-964,1770
5,2100,8,6,335,224,229,1824,-643,484
5,2100,13,8,341,1950,2141,1771,-239,201
5,2100,11,9,343,1524,1579,1865,-306,612
5,2100,7,5,331,-337,361,142,-571,1385
5,2200,5,10,351,-539,292,13,-598,2032
5,2200,5,8,374,-576,100,285,-653,1803
5,2200,10,11,364,1186,1548,1923,-68,37
5,2200,5,8,387,-448,95,9,-1158,1617
5,2200,9,11,359,1070,1450,2010,-178,107
5,2200,6,2,372,-850,4,1,-1151,1454
5,2200,7,6,361,-201,419,162,-876,1671
5,2200,7,15,350,482,1274,1230,-188,291
5,2200,6,4,371,-695,149,991,-875,2046
5,2200,3,9,341,-1253,161,219,-1264,1728
5,2200,6,3,330,-1067,310,25,-1212,2084
5,2200,11,7,336,934,1023,2168,-292,257
5,2200,14,12,336,2443,2817,1756,-91,44
5,2200,9,5,369,329,377,2193,-913,1121
5,2200,12,10,356,1678,1884,1465,-338,627
5,2200,7,15,387,820,982,1704,-83,160
5,2200,8,4,353,-143,61,2067,-1488,1688
5,2200,9,10,375,885,902,2212,-410,1063
5,2200,7,7,393,-37,997,1102,-188,141
5,2200,10,6,352,651,667,2201,-466,477
5,2200,10,5,358,535,872,821,-423,342
5,2200,9,4,336,-17,65,1394,-1366,1036
5,2200,13,9,366,1988,2049,2186,-251,418
5,2200,12,8,353,1472,1549,2166,-302,227
5,2200,9,9,340,550,770,2011,-175,151
5,2200,6,5,345,-739,289,1202,-739,2212
5,2200,10,8,386,1074,2170,1262,-284,393
5,2200,8,11,355,581,662,2154,-386,806
5,2200,11,9,375,1460,1556,2076,-383,396
5,2200,3,5,352,-1647,240,245,-1881,2130
5,2200,12,7,353,1378,1556,2042,-265,1610
5,2200,5,8,368,-573,296,24,-574,2213
5,2200,4,10,358,-769,461,191,-950,1736
5,2200,6,9,365,-217,259,52,-902,1961
5,2200,14,6,361,1949,2260,2010,-86,44
5,2200,11,9,341,1161,1229,2109,-408,970
5,2200,8,8,387,538,1308,1265,-83,420
5,2200,6,9,352,-344,0,0,-1012,1221
5,2200,7,8,359,-126,697,1040,-354,248
5,2200,4,7,362,-1017,83,932,-1019,2209
5,2200,7,6,380,-87,427,1168,-705,577
5,2200,8,5,353,-98,281,1357,-1458,956
5,2200,9,9,341,575,884,1931,-122,1265
5,2200,4,11,345,-733,92,9,-915,1280
5,2200,6,8,378,-171,64,1067,-646,825
5,2200,10,7,349,712,1200,1163,-160,179
5,2200,11,2,369,628,691,2124,-664,1464
5,2200,8,6,358,23,292,18,-590,1829
5,2200,6,12,368,179,350,1107,-456,319
5,2200,7,6,328,-459,674,1302,-753,1058
5,2200,9,11,363,959,1309,1951,-25,22
5,2200,13,6,343,1514,1721,2085,-185,810
5,2200,9,9,360,676,1159,963,-137,138
5,2200,4,6,376,-1060,0,0,-1357,1701
5,2200,10,7,344,749,1361,1511,-100,69
5,2200,14,11,361,2421,2466,2211,-236,397
5,2200,16,12,350,3165,3224,2189,-149,129
5,2200,14,13,341,2531,2684,2141,-191,441
5,2200,11,8,335,955,1633,1370,-239,659
5,2200,10,9,350,982,1517,1145,-191,121
5,2200,5,14,345,-185,0,0,-459,2126
5,2200,9,5,381,401,963,862,-91,573
5,2200,10,6,340,557,664,1993,-350,228
5,2200,8,9,335,130,838,1115,-249,420
5,2200,12,4,362,1139,1145,2209,-250,186
5,2200,13,5,357,1467,2195,1180,-18,8
5,2200,11,9,340,1198,1681,1809,-236,154
5,2200,3,5,372,-1515,99,261,-1515,2212
5,2200,10,5,363,627,901,2025,-729,1165
5,2200,9,8,358,515,798,1781,-212,677
5,2200,5,10,373,-402,425,1016,-498,1882
5,2200,11,8,355,1114,1162,2192,-127,76
5,2200,7,8,364,-69,754,1406,-130,82
5,2200,6,8,344,-417,633,1219,-506,429
5,2200,7,3,339,-659,443,428,-947,1882
5,2200,7,5,361,-246,445,1539,-539,570
5,2200,8,8,367,303,438,1680,-326,234
5,2200,14,4,366,1816,1944,2136,-40,22
5,2200,6,6,372,-405,285,34,-520,1067
5,2200,8,11,329,324,595,278,-189,1059
5,2200,6,6,352,-502,280,104,-577,1843
5,2200,10,11,412,1602,1763,2106,-224,176
5,2200,9,12,364,1056,1079,2207,-9,3
5,2200,11,8,352,1064,1240,490,-267,189
5,2200,10,11,367,1339,1511,2105,-244,196
5,2200,5,8,374,-548,312,3,-748,1140
5,2200,11,6,346,917,1416,1359,-396,291
5,2200,10,4,334,366,952,1193,-301,236
5,2200,7,7,371,-22,583,1315,-522,620
5,2200,16,14,352,3439,3539,2151,-17,79
5,2200,6,6,365,-530,464,282,-764,2156
5,2200,10,10,335,846,884,2195,-72,1584
5,2200,8,8,381,385,1309,1468,-501,709
5,2200,12,3,374,1078,1092,2209,-441,882
5,2200,8,6,350,12,744,783,-214,2170
5,2200,11,13,351,1693,1944,999,-122,86
5,2200,14,7,360,1988,2294,1679,-152,581
5,2200,10,8,370,910,1783,1002,-309,596
5,2200,17,9,339,3031,3230,2028,-600,818
5,2200,12,10,360,1720,2038,1938,-202,135
5,2200,9,14,365,1186,1276,2112,-210,279
5,2200,6,6,341,-629,43,824,-868,2081
5,2200,10,15,359,1530,1787,1756,-13,9
5,2200,7,8,351,-71,895,558,-191,1771
5,2200,9,11,332,774,1101,494,-31,24
5,2200,4,10,346,-863,22,129,-1741,1817
5,2200,9,8,339,461,787,119,-208,1194
5,2200,11,8,329,993,1067,1543,-29,19
5,2200,10,9,359,958,1163,1406,-55,30
5,2200,10,14,334,1348,1836,1782,-15,77
5,2200,9,6,354,400,509,2143,-621,579
5,2200,13,5,373,1721,2063,1044,-93,61
5,2200,9,10,346,845,930,2067,-838,810
5,2200,4,8,352,-969,53,31,-1372,2055
5,2200,12,5,345,1171,1378,2096,-605,869
5,2200,7,9,391,212,382,1908,-745,1555
5,2200,13,8,356,1825,2198,1920,-188,623
5,2200,6,9,368,-282,608,428,-667,1989
5,2200,8,10,358,446,562,2147,-545,390
5,2200,8,10,360,472,717,2046,-579,1627
5,2200,12,5,363,1295,1306,2214,-60,304
5,2200,4,7,362,-1053,240,156,-1214,2117
5,2200,6,8,341,-537,0,0,-959,1746
5,2200,13,5,354,1424,1668,1220,-172,114
5,2200,7,14,340,484,901,261,-120,1406
5,2200,4,6,356,-1126,548,826,-1126,2211
5,2200,11,5,383,1139,1154,2186,-346,318
5,2200,10,12,332,1143,1817,1280,-40,24
5,2200,4,8,367,-934,335,212,-934,2215
5,2200,4,7,356,-1017,0,0,-1322,1575
5,2200,5,13,363,-136,948,1099,-145,171
5,2200,8,8,364,337,499,1541,-214,1172
5,2200,7,9,322,-126,415,252,-390,2180
5,2200,4,6,336,-1276,257,298,-1276,2210
5,2200,12,4,392,1275,1312,2177,-424,982
5,2200,6,10,339,-215,260,1486,-494,381
5,2200,8,3,364,-148,503,1247,-431,366
5,2200,4,7,364,-1054,509,251,-1354,2207
5,2200,10,10,344,995,1410,1758,-125,81
5,2200,11,7,375,1225,1382,2054,-131,321
5,2200,4,9,351,-844,125,219,-1057,1358
5,2200,9,8,362,608,924,386,-235,1820
5,2200,8,10,357,565,615,2197,-1046,912
5,2200,8,10,357,418,721,508,-219,134
5,2200,7,6,348,-266,352,121,-397,1655
5,2200,5,9,367,-530,1109,742,-530,2215
5,2200,14,6,343,1828,2363,1901,-131,89
5,2200,8,9,380,550,913,1971,-13,9
5,2200,6,4,394,-514,414,190,-837,1745
5,2200,6,9,357,-247,235,1938,-495,1796
5,2200,10,7,371,964,970,2220,-498,1493
5,2200,5,11,336,-509,0,0,-873,1852
5,2200,7,4,351,-540,468,1475,-1182,1222
5,2200,6,7,366,-297,50,645,-726,1291
5,2200,7,5,330,-492,152,204,-1321,1661
5,2200,14,8,338,2131,2396,1614,-137,182
5,2200,8,15,376,1115,1198,2187,-353,271
5,2200,6,8,362,-350,0,0,-783,674
5,2200,6,6,362,-544,174,564,-969,1899
5,2200,9,8,345,539,903,1961,-244,231
5,2200,9,12,376,1130,1459,1541,-225,237
5,2200,3,9,329,-1324,195,310,-1325,2211
5,2200,9,10,359,758,1108,1743,-223,116
5,2200,9,10,354,805,1177,1374,-142,464
5,2200,12,7,369,1464,1711,2054,-116,87
5,2200,6,6,338,-571,255,52,-1093,1067
5,2200,14,5,344,1760,1915,2095,-391,252
5,2200,7,7,376,-78,26,54,-623,1976
5,2200,4,6,370,-1060,764,313,-1060,2210
5,2200,10,8,351,927,1163,1864,-958,845
5,2200,13,8,374,1933,2461,1534,-14,10
5,2200,7,7,347,-174,673,186,-464,1579
5,2200,5,8,350,-781,4,1,-1063,2192
