mode,game,total_BB,total_RB,total_grape,total_samai,max_samai,max_game,min_samai,min_game
2,2000,14,6,315,2200,2795,1642,-115,63
2,2000,3,7,333,-1083,32,686,-1094,1952
2,2000,2,5,325,-1562,0,0,-1844,1992
2,2000,11,0,332,637,1085,1444,-452,530
2,2000,5,4,325,-853,799,167,-858,2008
2,2000,11,7,334,1416,1469,1942,-588,441
2,2000,6,4,311,-573,1268,698,-573,2011
2,2000,4,7,278,-1122,231,463,-1122,2012
2,2000,7,10,325,367,521,1727,-584,583
2,2000,7,5,319,-190,53,1889,-822,1324
2,2000,2,5,353,-1494,183,359,-1498,2007
2,2000,5,9,336,-137,1242,551,-146,103
2,2000,7,3,316,-327,249,862,-602,1987
2,2000,8,6,348,385,594,1882,-490,402
2,2000,10,6,315,806,1586,901,-235,338
2,2000,6,3,317,-673,166,1023,-673,2012
2,2000,8,8,337,582,837,1744,-287,538
2,2000,2,3,331,-1780,76,257,-1781,1999
2,2000,9,6,303,471,612,1828,-827,1059
2,2000,9,6,324,601,952,211,-513,1255
2,2000,3,3,313,-1630,6,6,-1630,2005
2,2000,6,6,313,-447,195,434,-1089,1801
2,2000,9,4,331,506,1130,1507,-156,380
2,2000,11,4,332,1126,1168,1979,-667,696
2,2000,8,5,306,98,564,1137,-276,1865
2,2000,7,8,321,173,1212,515,-154,97
2,2000,3,7,303,-1293,0,0,-1293,2016
2,2000,7,5,319,-118,334,1071,-287,856
2,2000,6,7,313,-260,284,1539,-510,395
2,2000,13,7,314,2008,2008,2025,-119,56
2,2000,4,1,302,-1550,262,537,-1551,2006
2,2000,14,6,314,2138,2385,1832,-73,243
2,2000,12,5,327,1453,1531,1966,-430,856
2,2000,8,6,348,399,1451,1074,-268,678
2,2000,4,4,294,-1346,1,2,-1749,1773
2,2000,5,6,316,-713,408,330,-721,2009
2,2000,8,5,309,189,570,1292,-133,621
2,2000,8,7,311,390,483,1557,-938,744
2,2000,7,5,321,-111,445,1550,-447,1106
2,2000,5,9,300,-426,509,86,-918,1937
2,2000,5,6,319,-605,52,1551,-1177,1145
2,2000,9,4,304,263,855,996,-476,846
2,2000,7,12,304,454,889,1411,-277,389
2,2000,9,7,327,773,1062,493,-299,264
2,2000,6,13,308,349,651,428,-438,1642
2,2000,7,6,280,-284,60,1397,-753,520
2,2000,9,6,339,736,1264,926,-196,127
2,2000,7,4,331,-191,181,109,-1341,1789
2,2000,6,4,316,-574,147,360,-835,1968
2,2000,8,5,322,153,760,1482,-224,1054
2,2000,9,3,334,355,958,1093,-234,169
2,2000,9,3,324,325,631,689,-472,339
2,2000,5,6,314,-697,2,4,-1431,1382
2,2000,8,7,303,232,236,2010,-835,1484
2,2000,9,7,314,592,1133,1048,-85,51
2,2000,9,6,329,626,1048,1677,-87,138
2,2000,5,9,302,-423,722,397,-435,1946
2,2000,3,5,318,-1395,297,19,-1546,1903
2,2000,7,6,320,-69,335,1364,-379,821
2,2000,8,5,303,76,1072,1076,-5,4
2,2000,8,5,330,289,962,816,-121,85
2,2000,7,3,314,-380,394,867,-452,1577
2,2000,11,5,341,1215,1366,1905,-164,122
2,2000,9,7,335,823,959,1926,-398,268
2,2000,6,6,322,-309,619,98,-403,1918
2,2000,7,5,295,-301,251,1141,-861,1826
2,2000,5,6,285,-893,123,345,-893,2012
2,2000,9,4,308,259,498,1881,-933,1156
2,2000,5,5,325,-732,503,516,-820,1982
2,2000,7,5,300,-218,474,356,-251,1386
2,2000,3,4,302,-1622,0,0,-1641,1996
2,2000,4,3,335,-1145,0,0,-1224,1990
2,2000,6,4,308,-604,432,429,-604,2011
2,2000,8,1,299,-362,314,8,-583,1754
2,2000,8,6,321,323,1003,1531,-261,421
2,2000,13,6,351,2080,2538,1614,-14,13
2,2000,7,6,290,-150,397,539,-936,1764
2,2000,5,5,324,-698,639,275,-856,1681
2,2000,4,4,328,-1268,155,219,-1268,2010
2,2000,2,4,328,-1749,69,18,-1749,2005
2,2000,8,9,299,493,1078,712,-396,433
2,2000,11,8,334,1514,1987,1607,-82,53
2,2000,5,8,330,-326,664,1187,-327,2016
2,2000,3,5,300,-1497,4,1,-1594,1123
2,2000,2,5,299,-1853,0,0,-1853,2010
2,2000,10,8,316,1072,1072,2025,-142,756
2,2000,7,4,308,-265,419,378,-362,968
2,2000,4,4,292,-1298,9,4,-1298,2012
2,2000,6,10,340,117,342,1299,-261,981
2,2000,7,8,337,247,584,1315,-108,882
2,2000,6,5,304,-515,196,91,-1032,1405
2,2000,9,6,300,451,1108,719,-59,33
2,2100,3,11,351,-756,2,274,-879,1548
2,2100,4,6,353,-955,505,923,-955,2112
2,2100,11,3,328,666,795,2052,-557,886
2,2100,8,8,336,369,578,1979,-437,1587
2,2100,6,6,343,-363,384,30,-435,1281
2,2100,10,8,359,1054,1437,945,-6,2
2,2100,3,3,358,-1526,0,0,-1527,2106
2,2100,11,6,347,1069,1404,1863,-53,25
2,2100,5,3,342,-1002,96,795,-1006,2108
2,2100,5,5,352,-760,1,2,-1129,999
2,2100,6,6,326,-466,1125,821,-466,2112
2,2100,7,4,312,-526,295,688,-530,2114
2,2100,9,8,316,525,717,2000,-511,1115
2,2100,4,4,363,-1159,121,166,-1317,1895
2,2100,9,2,334,62,501,170,-429,1076
2,2100,7,5,317,-376,631,203,-475,1075
2,2100,8,8,349,479,872,1168,-49,52
2,2100,9,4,337,324,975,753,-79,45
2,2100,6,7,350,-337,31,1196,-610,1723
2,2100,9,9,333,764,1044,1935,-231,849
2,2100,10,7,312,698,888,1962,-396,1753
2,2100,15,4,319,1975,2299,1902,-145,100
2,2100,7,9,337,115,671,599,-296,1798
2,2100,5,5,344,-833,0,0,-1146,1964
2,2100,13,9,333,2043,2154,1820,-174,112
2,2100,4,5,351,-1060,5,4,-1060,2113
2,2100,9,6,333,350,1553,1051,-12,13
2,2100,11,3,360,1007,1248,1957,-331,207
2,2100,7,6,340,-150,451,155,-863,1437
2,2100,9,9,325,631,762,1650,-433,608
2,2100,6,4,344,-654,96,331,-762,1624
2,2100,9,10,315,870,1045,1981,-369,229
2,2100,4,11,335,-590,544,910,-594,2116
2,2100,6,10,321,-203,24,1040,-499,1525
2,2100,7,6,346,-135,639,575,-238,228
2,2100,9,5,350,373,579,1161,-654,924
2,2100,4,4,354,-1241,243,46,-1241,2109
2,2100,6,2,305,-1047,367,484,-1329,2095
2,2100,6,5,326,-648,357,705,-652,2112
2,2100,8,6,362,371,644,1294,-520,1012
2,2100,5,15,340,67,510,604,-345,1468
2,2100,7,10,349,380,709,1710,-410,434
2,2100,8,8,334,327,459,2016,-1320,1759
2,2100,13,3,346,1587,1698,2053,-243,200
2,2100,13,7,321,1736,1942,1901,-447,638
2,2100,11,5,352,1035,1377,1814,-132,139
2,2100,9,5,363,520,1344,691,-294,199
2,2100,4,5,323,-1218,245,50,-1316,1843
2,2100,5,6,367,-537,489,199,-1072,1610
2,2100,7,8,319,-147,252,1481,-377,1056
2,2100,2,6,328,-1837,110,15,-1911,1931
2,2100,11,11,303,1478,1720,1794,-375,439
2,2100,5,6,342,-736,32,60,-984,1457
2,2100,4,5,337,-1251,0,0,-1430,2008
2,2100,6,5,338,-548,964,252,-612,1997
2,2100,7,6,305,-346,313,716,-726,1936
2,2100,4,4,342,-1160,3,9,-1617,1356
2,2100,4,7,329,-1037,52,689,-1293,1906
2,2100,8,6,336,141,360,1051,-684,799
2,2100,8,3,352,31,374,1592,-539,731
2,2100,9,12,324,1002,1109,2038,-865,851
2,2100,5,6,357,-656,0,0,-1076,1500
2,2100,7,3,357,-355,671,871,-355,2112
2,2100,6,8,345,-252,1273,737,-252,2116
2,2100,5,4,305,-1126,0,0,-1254,1974
2,2100,9,4,336,268,1080,904,-14,11
2,2100,7,5,328,-266,320,1096,-372,1612
2,2100,8,8,315,280,910,367,-6,2
2,2100,8,7,331,195,928,1168,-334,718
2,2100,5,6,355,-593,326,409,-752,1696
2,2100,6,7,328,-533,13,117,-888,2066
2,2100,9,13,324,1063,1228,2030,-741,1156
2,2100,5,6,354,-670,0,0,-1084,1562
2,2100,6,7,316,-516,314,692,-602,1952
2,2100,3,7,328,-1358,0,0,-1438,1720
2,2100,6,3,335,-805,303,12,-1054,2070
2,2100,10,3,321,392,805,1663,-169,111
2,2100,4,13,311,-514,364,461,-604,1942
2,2100,6,6,345,-445,157,162,-562,982
2,2100,6,11,341,106,844,982,-160,2015
2,2100,7,5,333,-249,95,252,-1020,1376
2,2100,7,7,371,198,1110,740,-105,458
2,2100,7,5,371,9,438,1447,-662,1052
2,2100,4,1,373,-1418,309,5,-1469,1692
2,2100,5,9,309,-609,304,205,-1166,1701
2,2100,9,6,313,321,511,969,-310,600
2,2100,5,4,304,-1226,167,247,-1524,1894
2,2100,6,5,356,-454,214,416,-516,2086
2,2100,12,5,365,1581,1731,1301,-115,96
2,2100,11,3,293,489,763,134,-531,937
2,2100,13,7,352,1916,2430,1496,-34,33
2,2100,2,7,327,-1699,45,261,-1801,2101
2,2100,9,1,317,-189,35,1736,-851,1123
2,2100,5,6,308,-943,221,73,-1014,2083
2,2100,3,9,367,-817,44,47,-1282,1333
2,2100,5,5,308,-1136,0,0,-1140,2111
2,2100,10,7,336,819,1159,1541,-223,857
2,2100,10,8,335,962,1339,1885,-6,10
2,2100,6,10,343,-33,51,260,-898,1584
2,2100,12,7,354,1642,1862,837,0,0
2,2100,5,4,364,-803,228,260,-1442,1868
2,2100,5,9,327,-615,4,1,-955,1036
2,2100,6,5,315,-808,387,167,-824,2051
2,2100,5,3,339,-1033,0,0,-1041,2107
2,2100,5,6,314,-963,253,36,-1164,1949
2,2100,7,3,301,-695,167,162,-1019,2102
2,2100,8,5,309,-159,285,293,-994,1315
2,2100,12,6,335,1291,1609,1929,-343,639
2,2100,10,4,324,521,913,1612,-543,1254
2,2100,4,4,364,-1158,0,0,-1158,2110
2,2100,10,6,344,830,1533,343,-71,64
2,2100,4,5,350,-1082,76,17,-1278,2038
2,2100,4,5,342,-1196,584,596,-1196,2109
2,2100,9,3,358,288,1395,834,-44,37
2,2100,5,6,320,-874,0,0,-1289,1834
2,2100,9,2,312,-78,104,1985,-1018,1569
2,2100,14,7,305,1906,2567,1179,-305,215
2,2100,14,4,317,1768,2138,1868,-583,585
2,2100,5,5,353,-797,0,0,-1112,967
2,2100,10,5,342,672,1917,854,-61,30
2,2100,4,10,325,-713,164,100,-722,1360
2,2100,5,6,294,-1087,385,126,-1190,1917
2,2100,6,2,349,-709,885,346,-987,2087
2,2100,5,8,335,-588,323,705,-735,1844
2,2100,7,6,316,-332,46,817,-679,1749
2,2100,6,5,345,-513,4,1,-1463,1285
2,2100,4,8,337,-928,17,247,-964,1602
2,2100,5,7,320,-699,317,133,-1169,1778
2,2100,10,5,320,502,1196,393,-239,199
2,2100,9,8,336,663,868,1972,-915,726
2,2100,8,4,323,-117,650,907,-377,1843
2,2100,12,8,321,1531,1579,2107,-342,418
2,2100,6,4,324,-668,263,262,-668,2113
2,2100,3,3,348,-1619,6,7,-1707,2087
2,2100,7,6,338,-109,449,1668,-482,645
2,2100,6,6,334,-463,0,0,-1039,1422
2,2100,10,10,298,951,1223,1672,-184,189
2,2100,7,5,310,-413,510,1474,-624,382
2,2100,11,5,298,882,1385,1554,-24,17
2,2100,4,2,317,-1665,0,0,-1665,2107
2,2100,5,8,340,-504,160,384,-788,1095
2,2100,2,8,370,-1245,5,3,-1499,1556
2,2100,10,6,351,920,1087,2005,-165,149
2,2100,9,6,348,527,876,1151,-39,37
2,2100,8,8,329,214,781,1756,-488,512
2,2100,5,4,338,-1029,1,4,-1153,2003
2,2100,13,9,324,1921,2174,1710,-262,256
2,2100,4,5,327,-1309,376,41,-1553,2062
2,2100,9,11,286,753,884,2032,-66,50
2,2100,6,4,332,-636,98,562,-826,1867
2,2100,6,6,353,-334,10,47,-907,1423
2,2100,4,4,312,-1452,0,0,-1911,1842
2,2100,7,2,343,-449,637,229,-454,2107
2,2100,13,4,368,1773,1948,1961,-242,224
2,2100,10,7,325,862,966,1099,-46,34
2,2100,5,5,329,-957,465,314,-957,2108
2,2100,9,4,328,313,720,1199,-437,707
2,2100,8,5,320,-48,321,1822,-923,946
2,2100,7,3,297,-817,4,1,-1008,1065
2,2100,5,7,333,-711,209,284,-1009,2094
2,2100,11,6,329,1056,1479,1204,-93,275
2,2100,9,2,334,40,565,893,-224,1691
2,2100,3,5,334,-1522,8,62,-1523,2107
2,2100,7,4,332,-395,170,329,-975,1611
2,2100,4,8,339,-888,70,332,-1029,2053
2,2100,6,4,316,-781,272,552,-804,1930
2,2100,5,8,320,-693,60,23,-753,734
2,2100,12,6,330,1446,1521,2065,-200,372
2,2100,5,8,339,-583,473,161,-908,1268
2,2100,7,8,321,18,931,605,-252,2094
2,2100,5,5,337,-953,806,343,-953,2112
2,2100,10,10,342,1138,1329,1740,-54,58
2,2100,6,7,347,-263,1438,213,-263,2115
2,2100,8,9,305,313,639,1898,-679,822
2,2100,7,3,325,-551,2,4,-1556,1720
2,2100,6,3,321,-944,249,850,-1062,1955
2,2100,3,8,341,-1140,0,0,-1578,1892
2,2100,4,2,362,-1272,0,0,-1544,2070
2,2100,13,6,329,1676,2020,1872,-781,531
2,2100,2,5,333,-1836,7,7,-1836,2109
2,2100,3,8,335,-1203,233,94,-1203,2113
2,2100,7,8,318,18,725,1546,-481,331
2,2100,5,6,336,-800,65,205,-1124,1354
2,2100,9,4,346,299,364,2076,-1071,971
2,2100,4,5,372,-1037,200,122,-1074,2062
2,2100,3,10,356,-892,163,37,-892,2112
2,2100,7,6,331,-230,258,28,-510,1160
2,2100,10,4,328,470,951,1776,-428,871
2,2100,7,8,313,-125,176,355,-763,1140
2,2100,6,6,333,-539,506,457,-891,2086
2,2100,5,6,351,-695,228,1361,-858,841
2,2100,5,6,362,-564,312,9,-1348,1604
2,2100,5,8,320,-770,753,509,-770,2114
2,2100,6,7,322,-505,31,41,-1133,1985
2,2100,15,9,338,2543,2904,1699,-122,91
2,2100,8,5,366,225,588,1795,-637,1310
2,2100,10,6,309,646,719,2083,-509,751
2,2100,12,5,334,1215,1215,2121,-517,762
2,2100,14,9,355,2488,2663,1973,-77,54
2,2100,8,14,318,957,1414,1746,-438,806
2,2200,9,6,355,361,653,2016,-472,1004
2,2200,6,4,377,-650,396,162,-837,2087
2,2200,8,4,360,-118,351,1908,-766,1302
2,2200,16,4,344,2280,2290,2209,-247,278
2,2200,8,1,354,-444,1001,434,-956,1814
2,2200,9,5,349,259,1229,1216,-90,58
2,2200,13,2,348,1193,1665,369,-17,8
2,2200,6,2,333,-1133,431,224,-1133,2210
2,2200,3,3,368,-1759,2,5,-1759,2206
2,2200,10,5,377,631,631,2217,-565,597
2,2200,7,4,343,-587,0,0,-1151,1487
2,2200,7,8,336,-219,153,340,-687,1908
2,2200,9,4,383,194,463,1956,-821,1639
2,2200,7,3,310,-902,234,1249,-1235,964
2,2200,9,3,372,114,781,420,-318,241
2,2200,8,10,320,249,898,1783,-326,988
2,2200,8,6,340,-39,369,247,-954,1520
2,2200,2,3,354,-2246,85,181,-2246,2205
2,2200,8,9,346,186,391,1038,-409,682
2,2200,3,4,339,-1824,99,99,-1824,2208
2,2200,5,6,360,-817,4,1,-1205,1260
2,2200,5,3,333,-1286,257,38,-1634,2136
2,2200,8,11,376,673,1195,1777,-49,531
2,2200,11,7,345,1000,1293,2075,-45,108
2,2200,3,4,356,-1681,1,2,-1681,2210
2,2200,4,4,353,-1500,570,33,-1560,2048
2,2200,4,3,354,-1489,276,86,-1493,2203
2,2200,7,8,384,87,276,382,-663,1374
2,2200,11,5,344,803,897,2163,-694,514
2,2200,8,5,341,-194,586,211,-421,1901
2,2200,3,8,361,-1252,169,498,-1507,1870
2,2200,9,9,353,617,1422,988,-203,480
2,2200,11,11,348,1503,1901,1801,-42,24
2,2200,9,6,346,261,856,1145,-61,52
2,2200,6,5,369,-605,398,285,-754,2079
2,2200,6,6,333,-775,15,589,-776,2205
2,2200,7,10,358,146,899,1247,-469,598
2,2200,11,3,347,598,753,2094,-483,290
2,2200,8,7,345,139,213,55,-684,1155
2,2200,10,4,354,503,1152,1181,-95,48
2,2200,6,6,372,-490,666,747,-512,1922
2,2200,8,3,336,-438,806,268,-456,1666
2,2200,9,9,351,632,962,1966,-121,101
2,2200,4,8,349,-1097,111,12,-1105,1491
2,2200,8,12,352,622,869,1914,-15,359
2,2200,5,10,348,-560,279,23,-853,1539
2,2200,8,5,363,-54,517,1711,-814,736
2,2200,7,10,349,125,366,1720,-391,1021
2,2200,6,6,351,-679,3,230,-773,851
2,2200,5,7,376,-619,61,31,-882,1215
2,2200,6,9,338,-369,115,1592,-716,1315
2,2200,8,8,357,235,449,1639,-336,1325
2,2200,7,3,335,-804,440,61,-1125,1385
2,2200,10,6,388,901,1224,410,-103,61
2,2200,8,7,351,133,805,1171,-462,314
2,2200,5,9,347,-760,211,65,-761,2209
2,2200,8,4,344,-234,831,748,-234,2216
2,2200,10,10,330,957,1239,1712,-462,493
2,2200,7,8,359,-20,740,1477,-358,1364
2,2200,5,9,364,-524,580,221,-769,1797
2,2200,4,5,385,-1045,185,121,-1335,2181
2,2200,6,8,347,-423,143,1546,-663,2151
2,2200,11,8,323,943,1307,1731,-297,296
2,2200,8,8,347,245,499,1554,-554,580
2,2200,7,7,337,-261,212,1394,-655,802
2,2200,4,7,375,-976,0,0,-1045,2187
2,2200,9,1,345,-266,783,1416,-369,694
2,2200,7,7,341,-237,882,297,-434,2033
2,2200,4,3,359,-1511,0,0,-1712,2114
2,2200,6,5,356,-639,0,0,-1061,891
2,2200,11,3,344,606,916,1480,-400,281
2,2200,6,7,333,-577,610,1113,-577,2218
2,2200,6,5,345,-767,119,568,-1492,1636
2,2200,7,11,352,222,384,2061,-451,823
2,2200,6,3,360,-838,18,215,-878,1225
2,2200,9,5,363,240,629,1846,-574,1644
2,2200,10,2,345,193,195,2218,-1436,2012
2,2200,6,5,344,-696,92,155,-1121,1935
2,2200,3,8,329,-1428,45,39,-1613,1955
2,2200,6,8,371,-326,576,1195,-326,2219
2,2200,13,5,361,1423,2187,1346,-30,11
2,2200,8,7,356,153,203,2180,-753,1473
2,2200,8,3,369,-131,175,450,-711,1620
2,2200,7,9,339,-34,596,727,-351,1770
2,2200,9,5,356,159,984,330,-476,1810
2,2200,5,8,358,-623,339,290,-915,1805
2,2200,7,10,362,234,611,1701,-673,568
2,2200,7,9,340,-129,770,1048,-178,2181
2,2200,6,4,348,-862,445,206,-867,2207
2,2200,8,6,354,-34,347,1156,-303,1687
2,2200,10,4,362,482,877,210,-168,1901
2,2200,8,2,361,-378,333,1490,-484,1401
2,2200,5,7,345,-873,12,15,-1244,1487
2,2200,4,9,362,-918,412,522,-1017,1912
2,2200,5,9,360,-542,0,0,-956,906
2,2200,7,9,333,-161,571,1124,-607,758
2,2200,12,11,371,1802,2296,1375,-53,30
2,2200,8,7,333,52,589,1706,-510,853
2,2200,4,3,355,-1567,267,37,-1569,2205
2,2200,5,9,332,-717,363,107,-718,2216
2,2200,4,11,356,-631,154,196,-745,2061
2,2200,8,8,323,-6,179,1805,-770,801
2,2200,5,8,347,-761,0,0,-1489,1835
2,2200,3,5,352,-1744,57,247,-1778,2178
2,2200,10,4,336,293,615,894,-234,1938
2,2200,9,8,364,567,891,1864,-446,380
2,2200,7,4,353,-487,584,404,-696,1900
2,2200,5,7,347,-817,204,132,-993,1770
2,2200,12,7,352,1407,1464,2188,-318,447
2,2200,8,2,377,-201,152,1496,-606,1239
2,2200,10,6,341,557,737,2089,-520,1532
2,2200,8,7,327,-118,544,159,-1019,1912
2,2200,9,5,368,303,1107,395,-152,1773
2,2200,7,5,346,-467,594,353,-735,1915
2,2200,8,5,328,-248,939,882,-523,2120
2,2200,5,5,343,-1018,0,0,-1128,2129
2,2200,3,4,335,-1850,4,1,-1888,2154
2,2200,6,9,324,-551,10,9,-872,1818
2,2200,8,4,371,-93,1010,972,-566,447
2,2200,8,8,380,332,475,1197,-312,1796
2,2200,5,9,347,-603,0,0,-895,1059
2,2200,8,7,366,186,445,483,-684,1516
2,2200,12,3,328,880,1167,1216,-178,112
2,2200,9,5,385,388,847,1827,-517,1084
2,2200,14,8,320,1847,1934,2165,-176,102
2,2200,6,7,380,-303,442,981,-621,2057
2,2200,9,7,360,389,1541,910,-9,12
2,2200,5,9,342,-578,110,831,-726,1731
2,2200,9,10,342,652,767,2131,-251,1421
2,2200,8,5,353,-33,164,2043,-670,693
2,2200,8,12,366,601,851,1161,-98,392
2,2200,5,6,355,-932,308,31,-1196,1897
2,2200,7,4,340,-523,496,589,-525,2192
2,2200,4,4,359,-1304,96,178,-1368,1835
2,2200,6,6,348,-695,240,140,-1019,2193
2,2200,8,4,355,-257,191,361,-714,1806
2,2200,9,9,336,518,1142,1811,-243,1192
2,2200,15,8,359,2492,2766,2007,-139,101
2,2200,8,9,351,283,312,82,-930,1981
2,2200,12,6,347,1255,1512,2033,-255,147
2,2200,5,6,338,-983,0,0,-1276,1312
2,2200,10,10,348,1030,1059,2206,-259,167
2,2200,10,12,345,1278,1281,2225,-367,243
2,2200,7,7,387,45,783,774,-517,524
2,2200,5,7,402,-538,15,90,-757,1540
2,2200,10,7,351,791,1064,1860,-66,38
2,2200,2,4,326,-2302,1,76,-2302,2207
2,2200,7,9,357,53,771,699,-619,582
2,2200,7,12,336,180,456,575,-371,1274
2,2200,5,3,366,-1163,240,755,-1163,2210
2,2200,5,6,361,-834,65,239,-1615,1613
2,2200,1,6,350,-2186,0,0,-2219,2156
2,2200,5,6,363,-910,202,76,-950,1907
2,2200,6,8,336,-520,217,811,-610,1720
2,2200,12,7,358,1380,1419,2184,-97,667
2,2200,8,9,359,419,490,2130,-570,743
2,2200,7,9,337,-56,543,313,-297,194
2,2200,16,8,365,2741,3147,1616,-400,642
2,2200,13,4,335,1230,1368,768,-14,7
2,2200,7,3,358,-578,825,459,-602,1682
2,2200,9,8,353,518,1106,1163,-466,340
2,2200,6,4,352,-885,145,128,-980,1501
2,2200,4,8,350,-1110,8,229,-1117,2204
2,2200,5,4,339,-1126,0,0,-1738,1667
2,2200,8,4,344,-314,474,1356,-383,505
2,2200,7,3,331,-760,8,3,-770,2204
2,2200,7,4,337,-553,457,1061,-554,2213
2,2200,8,6,361,6,333,1788,-555,1322
2,2200,4,2,341,-1665,0,0,-1671,2204
2,2200,6,6,358,-577,0,0,-996,1891
2,2200,9,7,352,367,1621,540,-112,58
