mode,game,total_BB,total_RB,total_grape,total_samai,max_samai,max_game,min_samai,min_game
4,2100,11,11,335,1721,1937,1694,-105,94
4,2100,7,5,318,-410,666,363,-424,1940
4,2100,8,7,350,324,611,1835,-531,679
4,2100,3,5,314,-1629,3,6,-1629,2110
4,2100,7,6,341,-11,52,2052,-881,1458
4,2100,7,4,317,-510,192,602,-711,1987
4,2100,14,8,329,2179,2374,2000,-155,177
4,2100,10,6,341,846,1183,1332,-509,441
4,2100,4,9,370,-546,157,203,-762,1412
4,2100,5,13,338,-46,652,1215,-80,39
4,2100,9,5,330,407,866,1824,-1086,1282
4,2100,10,9,299,920,1580,1438,-220,140
4,2100,11,5,364,1230,1451,1927,-743,967
4,2100,8,6,309,17,289,1961,-703,1514
4,2100,6,6,352,-392,408,1065,-581,1834
4,2100,6,8,340,-253,892,810,-253,2117
4,2100,8,8,344,386,459,352,-780,1218
4,2100,7,7,346,37,130,2049,-810,628
4,2100,12,5,322,1197,1499,1659,-518,756
4,2100,10,2,303,92,677,1141,-236,130
4,2100,9,7,323,476,815,1833,-496,528
4,2100,10,14,349,1749,1893,2022,-648,793
4,2100,10,9,328,1084,1514,1770,-252,210
4,2100,6,7,318,-422,522,926,-450,482
4,2100,15,8,356,2690,3080,1462,-17,11
4,2100,7,7,334,-102,413,269,-511,1724
4,2100,6,6,343,-465,59,1353,-741,477
4,2100,8,9,323,431,1020,1566,-469,384
4,2100,7,10,354,392,404,2119,-901,761
4,2100,9,5,349,427,1051,1721,-156,95
4,2100,8,8,353,503,778,1903,-291,178
4,2100,8,6,326,135,508,1449,-930,761
4,2100,6,4,325,-698,222,62,-825,1960
4,2100,5,4,341,-961,426,155,-965,2110
4,2100,7,12,323,356,836,648,-162,93
4,2100,6,7,349,-313,242,1010,-488,859
4,2100,8,11,303,575,723,2039,-262,204
4,2100,11,4,362,1151,1194,2096,-89,93
4,2100,7,4,339,-388,276,891,-608,2022
4,2100,10,8,338,945,1214,1948,-401,365
4,2100,3,7,348,-1106,4,1,-1110,2112
4,2100,9,3,336,232,450,1972,-432,1202
4,2100,5,3,333,-1072,5,5,-1126,1797
4,2100,4,12,327,-556,421,178,-642,1698
4,2100,5,5,335,-881,673,408,-1136,2091
4,2100,9,6,343,485,731,1862,-126,609
4,2100,6,5,349,-463,314,233,-658,911
4,2100,5,3,338,-1032,0,0,-1573,1463
4,2100,5,5,349,-692,0,0,-1078,1776
4,2100,4,9,312,-988,199,207,-1727,1724
4,2100,2,6,315,-1895,161,259,-1903,2106
4,2100,1,5,335,-2123,84,26,-2127,2107
4,2100,11,5,331,934,1243,1805,-44,19
4,2100,7,7,310,-180,254,1438,-922,777
4,2100,6,13,353,417,659,1891,-415,1301
4,2100,5,9,326,-552,580,450,-552,2120
4,2100,3,8,328,-1136,124,48,-1206,1187
4,2100,9,7,337,518,846,790,-531,315
4,2100,3,12,341,-714,57,35,-782,1691
4,2100,10,5,339,624,982,1814,-659,658
4,2100,13,11,307,2028,2418,1899,-150,75
4,2100,8,12,321,676,1128,1404,-279,252
4,2100,13,5,350,1685,2047,1709,-15,24
4,2100,5,6,371,-529,299,684,-529,2115
4,2100,10,7,325,760,936,1930,-655,417
4,2100,7,5,355,-173,268,1836,-914,1418
4,2100,3,7,343,-1344,0,0,-1475,1710
4,2100,3,3,331,-1735,51,396,-1735,2108
4,2100,7,6,321,-215,774,205,-602,1474
4,2100,6,7,338,-382,0,0,-1493,1597
4,2100,11,7,353,1314,1644,1791,-97,105
4,2100,7,5,333,-266,976,226,-277,2063
4,2100,11,3,333,817,871,2078,-432,1888
4,2100,6,8,364,-22,367,1150,-1041,926
4,2100,9,4,327,166,263,2059,-668,832
4,2100,13,7,325,1735,1881,1967,-451,649
4,2100,8,12,336,808,847,1782,-224,441
4,2100,10,6,357,954,1016,2070,-383,655
4,2100,9,3,310,27,771,377,-104,1166
4,2100,4,8,366,-701,162,670,-857,1971
4,2100,10,5,319,627,938,689,-25,9
4,2100,2,6,343,-1760,242,36,-1760,2110
4,2100,3,6,353,-1297,12,10,-1662,1868
4,2100,3,6,350,-1314,0,0,-1518,2039
4,2100,4,5,342,-1157,1,3,-1386,1634
4,2100,8,4,361,80,628,1176,-212,113
4,2100,5,8,343,-564,201,1571,-964,1254
4,2100,7,8,326,-40,354,817,-638,579
4,2100,12,7,340,1544,1761,1939,-484,352
4,2100,3,5,340,-1400,17,10,-1552,1994
4,2100,4,6,341,-993,172,91,-1107,1833
4,2100,7,1,339,-684,418,116,-1181,1526
4,2100,6,8,301,-435,217,464,-554,1989
4,2100,8,6,330,147,795,1386,-253,694
4,2100,7,8,360,305,796,1224,-69,123
4,2100,8,4,356,81,500,1107,-439,779
4,2100,9,9,321,651,850,1930,-624,646
4,2100,8,8,348,422,807,1774,-471,385
4,2100,5,11,351,-87,508,594,-436,2073
4,2100,5,7,379,-402,412,779,-535,2002
4,2100,2,6,356,-1619,0,0,-1637,2066
4,2100,7,11,341,375,944,767,-83,174
4,2100,4,11,333,-634,0,0,-1067,1471
4,2100,11,5,352,1113,1309,1440,-372,340
4,2100,9,9,331,699,1220,1368,-352,239
4,2100,8,8,324,317,541,1984,-435,1291
4,2100,8,7,342,197,441,1973,-680,1494
4,2100,6,11,315,-75,399,98,-843,1521
4,2100,5,5,352,-675,31,481,-875,1997
4,2100,12,7,327,1425,1510,2065,-205,136
4,2100,7,2,324,-603,182,94,-739,1658
4,2100,9,10,335,904,948,2094,-25,93
4,2100,6,6,346,-468,47,52,-1296,1643
4,2100,4,8,368,-623,64,339,-848,1441
4,2100,7,6,329,-203,541,40,-897,1949
4,2100,8,10,325,478,957,1742,-193,502
4,2100,7,6,328,-192,0,0,-1471,1430
4,2100,8,9,351,552,830,1941,-198,496
4,2100,8,8,346,486,708,726,-290,264
4,2100,10,7,322,771,1359,1280,-71,603
4,2100,7,12,339,522,589,2062,-807,699
4,2100,8,4,368,133,603,1377,-394,261
4,2100,16,11,344,3251,3319,2074,-235,155
4,2100,5,5,329,-897,125,376,-1278,2053
4,2100,6,7,303,-546,35,51,-751,1711
4,2100,10,5,371,883,1210,1809,-388,506
4,2100,12,3,351,1167,1487,1329,-863,897
4,2100,8,3,327,-201,0,0,-1072,983
4,2100,2,7,363,-1471,44,42,-1784,2047
4,2100,5,9,374,-201,494,1210,-201,2107
4,2100,14,9,345,2389,2398,2123,-792,514
4,2100,11,7,346,1352,1918,1669,-382,442
4,2100,3,6,322,-1500,186,159,-1500,2111
4,2100,11,13,311,1688,1770,1918,-668,764
4,2100,13,7,333,1862,1982,1653,-235,316
4,2100,7,7,307,-206,1069,1235,-318,222
4,2100,5,7,337,-642,552,68,-682,1830
4,2100,9,7,322,488,1076,1694,-402,657
4,2100,11,9,334,1430,1451,2104,-118,67
4,2100,9,3,330,174,1357,578,-75,64
4,2100,7,10,332,304,760,1791,-164,217
4,2100,11,10,336,1469,1531,2088,-646,444
4,2100,6,8,328,-277,35,222,-692,1123
4,2100,7,5,331,-288,676,840,-464,325
4,2100,6,7,341,-329,686,838,-595,2087
4,2100,5,7,335,-665,16,193,-719,2071
4,2100,6,2,324,-899,942,209,-911,2107
4,2100,8,8,346,479,720,1952,-606,1488
4,2100,7,7,328,-30,176,1633,-704,1282
4,2100,12,5,330,1224,1753,1322,-60,33
4,2100,9,10,339,886,1057,435,-169,105
4,2100,11,4,322,765,855,1071,-159,106
4,2100,4,8,348,-855,301,29,-967,1803
4,2100,8,7,330,325,1034,549,-257,1443
4,2100,4,5,354,-1031,0,0,-1031,2110
4,2100,8,9,343,469,1180,741,-20,15
4,2100,9,16,334,1471,1933,1324,-35,34
4,2100,8,12,319,612,867,353,-87,82
4,2100,8,11,336,683,1045,1817,-435,793
4,2100,10,12,323,1379,1894,1640,-273,209
4,2100,6,10,320,-184,393,1488,-790,1069
4,2100,4,11,337,-555,243,68,-635,1733
4,2100,9,9,355,865,1610,1503,-199,500
4,2100,3,10,333,-980,0,0,-1225,1567
4,2100,13,7,344,1896,1906,2117,-112,658
4,2100,10,10,345,1234,1365,2008,-316,813
4,2100,9,7,347,592,906,1916,-135,83
4,2100,8,12,354,861,1272,1273,-237,312
4,2100,8,10,334,596,763,2044,-339,210
4,2100,7,9,347,175,1699,987,-15,7
4,2100,6,6,362,-315,196,95,-821,1212
4,2100,5,9,348,-416,75,534,-652,2018
4,2100,7,5,368,-93,665,323,-268,1605
4,2100,9,6,323,388,399,2107,-382,375
4,2100,7,6,352,-16,718,1406,-172,958
4,2100,10,12,342,1382,1422,2102,-338,543
4,2100,3,9,347,-1045,243,127,-1504,1831
4,2100,11,9,351,1517,1716,1511,-64,46
4,2100,5,10,338,-358,159,1001,-427,465
4,2100,5,7,315,-867,4,1,-1697,1695
4,2100,8,7,337,272,1278,562,-87,296
4,2100,6,11,317,-73,599,1349,-342,674
4,2100,14,5,361,2143,2227,2021,-79,58
4,2100,7,6,340,-45,747,1305,-204,904
4,2100,11,6,327,1038,1260,1739,-16,11
4,2100,14,3,320,1532,1725,1993,-124,517
4,2100,5,4,334,-979,287,103,-1518,1962
4,2100,7,9,340,177,336,329,-350,1089
4,2100,6,11,337,106,399,1583,-482,396
4,2100,9,5,365,533,749,1650,-515,960
4,2100,8,7,358,336,411,2055,-510,1620
4,2100,11,11,326,1518,1927,1826,-190,141
4,2100,8,10,335,538,1106,1091,-62,34
4,2100,10,10,331,1136,1330,910,-72,54
4,2100,8,11,325,567,1107,1034,-230,225
4,2100,4,10,311,-845,107,311,-845,2115
4,2100,4,9,367,-491,635,480,-655,1696
4,2100,10,4,351,660,688,2083,-1163,1358
4,2100,6,8,337,-329,356,114,-917,1698
4,2200,15,6,365,2239,2403,2098,-580,364
4,2200,7,6,347,-325,79,19,-1137,931
4,2200,7,2,360,-658,7,14,-1515,1935
4,2200,7,7,326,-347,174,1269,-714,2180
4,2200,3,6,342,-1702,0,0,-1703,2208
4,2200,6,7,328,-646,100,11,-804,1321
4,2200,8,8,363,338,1045,1594,-275,573
4,2200,6,8,341,-361,249,677,-614,2151
4,2200,9,7,368,504,599,2134,-471,1623
4,2200,7,5,360,-297,362,174,-770,1595
4,2200,14,12,345,2558,2755,1645,-85,217
4,2200,7,7,317,-432,455,40,-446,819
4,2200,9,10,379,907,1058,2080,-234,723
4,2200,8,3,367,-247,893,332,-247,2213
4,2200,11,5,321,672,1138,773,-218,1831
4,2200,3,5,339,-1674,0,0,-1674,2213
4,2200,8,7,352,105,316,451,-852,1456
4,2200,9,12,358,997,1562,1316,-211,162
4,2200,7,5,330,-604,0,0,-1500,1446
4,2200,13,9,358,1851,1869,2216,-779,786
4,2200,10,9,347,954,1196,769,-181,136
4,2200,9,5,354,254,275,2199,-829,669
4,2200,9,7,364,577,1123,1286,-124,69
4,2200,5,3,356,-1209,191,150,-1431,2157
4,2200,7,8,330,-299,451,1443,-370,1159
4,2200,9,8,335,414,513,2160,-946,1334
4,2200,6,13,346,112,1087,1059,-168,272
4,2200,8,8,370,364,523,2128,-914,927
4,2200,9,6,335,210,524,975,-294,833
4,2200,14,10,329,2186,2236,2110,-49,20
4,2200,4,5,342,-1301,13,6,-1483,2040
4,2200,9,8,322,342,663,227,-535,1615
4,2200,7,8,337,-177,136,125,-1172,1790
4,2200,9,10,329,706,877,2116,-97,847
4,2200,10,8,371,974,1530,810,-109,57
4,2200,7,6,344,-249,60,186,-752,1509
4,2200,13,6,375,1628,1792,2090,-63,32
4,2200,8,3,352,-305,1,3,-881,816
4,2200,5,4,376,-963,340,889,-963,2211
4,2200,5,3,359,-1240,118,430,-1499,1868
4,2200,4,12,365,-585,303,14,-976,1764
4,2200,5,6,362,-853,0,0,-1056,2152
4,2200,5,11,363,-424,137,163,-817,2129
4,2200,8,10,355,513,626,1827,-295,322
4,2200,7,8,309,-349,155,113,-774,2113
4,2200,6,13,339,-57,753,1606,-349,199
4,2200,7,9,361,149,743,458,-278,203
4,2200,8,8,360,288,956,754,-124,90
4,2200,8,1,333,-587,338,1103,-936,1953
4,2200,5,6,360,-869,318,986,-914,1919
4,2200,7,9,362,20,375,876,-548,1991
4,2200,5,7,356,-806,34,75,-1190,2025
4,2200,7,7,357,-135,1031,1005,-422,2209
4,2200,15,14,335,2895,3121,1999,-66,50
4,2200,12,6,354,1326,1744,1602,-10,8
4,2200,10,7,375,946,1325,1119,-158,86
4,2200,9,11,343,775,864,2165,-556,1270
4,2200,5,6,352,-906,797,161,-910,2210
4,2200,7,7,311,-468,688,573,-482,2087
4,2200,10,8,351,807,1284,881,-30,10
4,2200,6,4,350,-865,123,192,-1104,1605
4,2200,5,8,344,-725,0,0,-1156,1792
4,2200,11,9,337,1155,1214,2188,-549,365
4,2200,6,4,348,-909,516,164,-1278,1812
4,2200,6,6,340,-729,0,0,-864,1524
4,2200,5,3,343,-1370,0,0,-1751,1570
4,2200,11,10,376,1536,1727,1634,-352,369
4,2200,6,5,384,-472,562,711,-638,2066
4,2200,9,6,362,276,563,2032,-370,1709
4,2200,9,2,328,-257,557,122,-488,2154
4,2200,8,9,379,485,517,2202,-562,451
4,2200,12,8,357,1527,1691,2094,-147,696
4,2200,11,10,334,1337,2240,1206,-4,3
4,2200,3,9,368,-1081,31,1328,-1089,2213
4,2200,8,7,354,207,762,1401,-214,403
4,2200,6,6,390,-402,416,1380,-678,819
4,2200,7,10,360,105,369,2071,-732,670
4,2200,11,9,339,1183,1277,2072,-431,1648
4,2200,8,6,374,208,355,1733,-855,1318
4,2200,11,5,324,674,1018,1276,-366,232
4,2200,3,8,326,-1407,15,602,-1407,2210
4,2200,5,3,347,-1302,274,109,-1790,1897
4,2200,11,3,374,731,953,2058,-336,852
4,2200,7,6,366,-212,279,1487,-712,958
4,2200,12,8,333,1315,1581,2066,-482,481
4,2200,4,6,377,-1023,463,700,-1028,2208
4,2200,10,4,324,294,583,2002,-644,806
4,2200,8,5,323,-250,203,639,-919,1858
4,2200,9,4,379,293,575,735,-289,1946
4,2200,6,7,327,-607,124,128,-992,2028
4,2200,13,9,347,1823,1834,2222,-163,89
4,2200,10,2,350,297,1345,1029,-82,164
4,2200,7,8,353,-33,1267,589,-236,2139
4,2200,8,8,349,171,522,1561,-456,356
4,2200,8,8,314,41,245,1463,-781,474
4,2200,6,5,349,-668,169,117,-730,2173
4,2200,9,5,344,220,252,2202,-917,959
4,2200,7,5,364,-221,314,8,-935,1093
4,2200,4,7,343,-1144,115,536,-1324,2044
4,2200,14,10,381,2518,2744,1935,-46,17
4,2200,12,11,338,1776,1810,2197,-37,30
4,2200,6,7,315,-764,301,24,-767,1477
4,2200,9,8,350,623,839,2089,-319,1371
4,2200,10,2,377,397,610,1950,-1225,1467
4,2200,6,7,349,-402,555,848,-404,2210
4,2200,5,13,341,-158,148,57,-539,945
4,2200,8,11,371,693,693,2220,-850,1541
4,2200,10,4,374,594,1231,386,-84,116
4,2200,3,12,365,-875,0,0,-928,1511
4,2200,8,2,359,-397,4,8,-1194,1962
4,2200,8,4,338,-293,0,0,-678,1772
4,2200,7,11,353,303,860,1373,-14,7
4,2200,9,12,314,663,828,680,-51,23
4,2200,9,10,329,614,843,1977,-314,785
4,2200,5,11,352,-398,351,586,-542,1738
4,2200,6,6,342,-663,0,0,-899,2005
4,2200,9,5,373,398,846,1914,-247,502
4,2200,8,6,352,19,710,1074,-314,1783
4,2200,10,7,352,728,1492,1126,0,0
4,2200,6,6,350,-634,427,634,-664,2141
4,2200,9,10,343,671,1059,1631,-303,565
4,2200,12,8,372,1699,1804,2091,-320,300
4,2200,6,6,337,-622,552,380,-1079,2024
4,2200,2,5,366,-1889,238,113,-2093,2132
4,2200,3,7,329,-1531,63,191,-1881,2158
4,2200,4,6,392,-951,132,517,-951,2212
4,2200,8,10,328,217,824,1158,-336,2120
4,2200,10,5,363,645,645,2214,-867,1645
4,2200,4,7,363,-1097,573,603,-1097,2212
4,2200,8,10,358,551,1204,1369,-27,19
4,2200,6,7,365,-387,0,0,-762,1410
4,2200,1,12,364,-1414,4,1,-1464,2117
4,2200,5,10,349,-500,376,343,-773,1791
4,2200,5,2,360,-1304,0,0,-1432,1537
4,2200,5,9,334,-754,197,146,-816,1230
4,2200,7,6,374,-159,0,0,-1171,1613
4,2200,6,13,344,58,464,1734,-530,862
4,2200,5,8,349,-782,1,2,-1407,1522
4,2200,2,4,354,-2009,0,0,-2009,2207
4,2200,13,7,347,1648,1759,2145,-15,25
4,2200,6,8,329,-496,76,1665,-637,1032
4,2200,4,6,341,-1374,220,203,-1374,2213
4,2200,9,6,361,503,826,1933,-200,409
4,2200,3,10,345,-1177,0,0,-1348,1178
4,2200,10,5,307,307,1201,1098,-104,64
4,2200,3,12,364,-868,99,196,-1101,1696
4,2200,8,9,366,460,757,1012,-81,42
4,2200,9,13,357,1003,1078,1951,-375,278
4,2200,10,7,342,699,758,2169,-910,1413
4,2200,8,6,356,-11,792,1528,-615,458
4,2200,11,8,365,1275,1350,2190,-709,684
4,2200,7,6,348,-269,679,1217,-505,372
4,2200,6,7,340,-534,308,71,-819,1423
4,2200,9,2,359,-16,833,279,-460,1616
4,2200,5,2,328,-1433,0,0,-1625,2131
4,2200,12,5,354,1175,1209,2192,-289,180
4,2200,12,7,352,1334,1424,2168,-317,417
4,2200,4,4,384,-1308,314,3,-1485,2108
4,2200,4,8,317,-1203,133,48,-1359,2111
4,2200,5,10,328,-626,4,1,-1279,1029
4,2200,15,5,352,2194,2233,2209,-186,144
4,2200,10,5,319,287,1175,1604,-465,380
4,2200,8,11,351,569,693,2147,-901,1151
4,2200,4,4,352,-1317,103,5,-1339,1978
4,2200,2,12,331,-1320,46,41,-1423,2196
4,2200,3,7,364,-1360,0,0,-1391,2163
4,2200,4,4,351,-1399,0,0,-1744,2153
4,2200,8,5,364,28,234,2090,-717,1133
4,2200,7,7,334,-306,630,125,-306,2219
4,2200,8,10,390,729,1218,1571,-556,859
4,2200,5,10,340,-563,409,1542,-567,2216
4,2200,11,7,332,900,1276,1059,-7,8
4,2200,8,9,329,199,612,1024,-313,1803
4,2200,12,4,341,1056,1082,2192,-248,270
